user_id,course_id,due,experience,hours,location,resp_time
u27,cs65,2,1,1,"43.70494158,-72.28811294",1366419747
u31,cs189,2,2,4,"43.70972726,-72.28442696",1365027719
u31,cs65,2,2,3,"43.68056536,-72.29343173",1364435176
u31,cs77,2,1,2,"43.68060986,-72.29350695",1364515237
u31,cs65,2,1,3,Unknown,1364867692
u31,cs77,2,3,3,"43.70544521,-72.28666208",1365112879
u31,cs65,2,5,1,"43.68076836,-72.29354168",1365288294
u31,cs77,2,4,11,"43.70752443,-72.28535807",1365638561
u31,cs77,2,2,11,"43.70704622,-72.28681936",1365725818
u00,,2,1,1,"43.76243366,-72.32615434",1364779548
u00,"cs65
",2,3,1,"43.70544533,-72.28679012",1364271993
u00,,1,1,1,"43.75932116,-72.32890406",1364357271
u00,cs65,2,2,1,"43.70033175,-72.28949659",1364509180
u00,c65,2,3,2,"43.70465788,-72.2887224",1364429426
u00,cs65,2,3,2,"43.70688502,-72.28755706",1364516771
u00,cs65,2,3,1,"43.70777831,-72.28510534",1364583727
u00,cs66,2,3,3,"43.70587194,-72.28717655",1364601962
u00,"cs65
",2,3,3,Unknown,1364940107
u00,cs65,1,2,4,"43.70534371,-72.28812527",1364857571
u00,cs65,2,3,7,"43.70708859,-72.28753397",1365115495
u00,"econ 112

",2,3,6,"43.70708859,-72.28753397",1365203028
u00,"cs65
",1,2,6,"43.70708859,-72.28753397",1365194241
u00,cs65,2,3,7,"43.75927189,-72.32919082",1365416712
u00,cs65,1,3,7,"43.70664656,-72.28802135",1365552178
u00,cs65,2,3,5,"43.70564911,-72.28828499",1366311241
u00,"cs65
",2,3,7,"43.70112711,-72.28654942",1365724838
u00,cs65,1,2,6,Unknown,1365897927
u00,cs65,1,1,9,"43.70527272,-72.28801274",1366070489
u00,cs65,1,3,7,"43.17964043,-71.53319806",1366419650
u00,cs65,2,4,7,"43.7066689,-72.28741879",1366769156
u00,cs65,2,3,11,"43.70188823,-72.28930991",1367008835
u57,cs60,2,3,1,"43.70706817,-72.28796189",1365031588
u57,CS60,2,1,2,"43.70683899,-72.28721495",1364357803
u57,cs98,2,1,1,"43.7070583,-72.2885387",1364516417
u57,cs65,2,3,1,"43.7069809,-72.28900187",1364507786
u57,cs65,2,3,1,"43.70812165,-72.28465541",1364583776
u57,cs60,2,2,4,"43.70742863,-72.28842649",1364610348
u57,CS98,2,3,1,"43.70704637,-72.28857002",1364688041
u57,cs65,1,3,1,"43.70118994,-72.28805231",1364846354
u57,cs60,1,3,5,"43.70154725,-72.28809096",1364866570
u57,cs65,2,4,8,"43.70706817,-72.28796189",1365031618
u57,cs60,2,5,4,"43.70734316,-72.2891203",1365117119
u57,cs65,2,4,2,"43.70719429,-72.28918535",1365117148
u57,cs65,2,3,1,"43.07856719,-71.47247614",1365202179
u57,cs65,2,4,2,"43.7072894,-72.28890368",1365742905
u57,cs98,2,2,1,"43.70632138,-72.28691228",1365560837
u57,cs60,2,4,4,"43.7073173,-72.28900394",1365742882
u57,cs65,2,1,1,"43.70714806,-72.28900477",1365814161
u57,cs65,1,3,12,"43.70672068,-72.28831457",1366070430
u57,cs60,1,3,12,"43.7071586,-72.28859237",1366070448
u57,cs98,2,3,1,"43.7072163,-72.28880304",1366156940
u57,cs60,1,3,12,"43.70677226,-72.28679047",1366243482
u57,cs65,2,3,2,"43.7070897,-72.28858401",1366420280
u57,cs60,2,3,2,"43.7070897,-72.28858401",1366420148
u57,cs60,1,3,1,"43.70287358,-72.29079706",1367294751
u57,cs65,2,3,11,"43.70287312,-72.29079676",1367294723
u41,"SPAN
2",2,1,2,"43.7039835,-72.28589738",1364593148
u41,Cs50,2,1,3,"43.7039835,-72.28589738",1364593116
u41,CS50,2,1,1,"43.7039835,-72.28589738",1364593262
u41,CS50,2,4,1,Unknown,1365558055
u41,CS65,2,1,3,"43.70525445,-72.2884545",1365726669
u41,SPAN2,2,3,1,"43.70367091,-72.28590427",1365641466
u41,CS65,2,1,3,Unknown,1366420450
u16,"CS65
",2,3,1,"43.70282146,-72.29016985",1364414674
u16,CS 65,2,3,5,"43.70535842,-72.28724963",1364513447
u16,cs 65,2,3,5,"43.70724486,-72.28721651",1364594488
u16,cs 27,2,1,3,"43.70708361,-72.29096924",1364688045
u16,cs 27,1,4,4,"43.70358976,-72.29054215",1364871890
u16,CS 65,2,3,3,"43.70450379,-72.28884561",1365018236
u16,CS65,2,3,4,"43.70393687,-72.29111144",1365112848
u16,CS 65,2,3,4,Unknown,1365200447
u16,CS65,1,3,6,"43.70411779,-72.28816375",1365455947
u16,CS27,1,4,6,"43.70592306,-72.28973692",1365480080
u16,CS65,2,3,4,"43.70364199,-72.29076278",1365811237
u16,CS65,2,3,3,"43.70474513,-72.28856577",1365644262
u16,cs27,1,4,1,"43.70346314,-72.29066114",1366079952
u16,CS65,2,3,4,"43.70673215,-72.28793418",1365733738
u16,CS27,1,1,6,"43.70687381,-72.28768281",1365733738
u16,"CS65
",1,3,12,"43.70346314,-72.29066114",1366079919
u16,CS65,2,3,1,"43.70692473,-72.28664094",1366252482
u16,CS65,2,1,5,"43.70381863,-72.2910568",1366476412
u16,CS27,2,4,6,"43.70373954,-72.29185672",1366733891
u16,wild edibles pe class,2,2,1,"43.70373225,-72.29023983",1366770197
u16,CS65,1,1,12,"43.70374144,-72.29182531",1366733850
u16,CS65,2,5,6,"43.70381392,-72.29084126",1367006734
u16,CS65,1,1,12,"43.70688467,-72.28732802",1367280039
u16,CS65,2,1,1,"43.70545477,-72.28953205",1367458852
u16,CS65,2,1,7,"43.70534496,-72.29049134",1367943168
u16,CS65,2,1,1,"43.70376968,-72.29023129",1367628136
u16,CS27,1,1,5,"43.70534496,-72.29049134",1367943194
u16,CS27,2,1,12,Unknown,1369104393
u36,cs65,2,3,6,"43.70676475,-72.28712041",1364774538
u36,cs65,2,1,1,"43.70684682,-72.28702992",1364944493
u36,cs65,2,1,4,"43.70647464,-72.28689856",1364865986
u36,cs65,2,1,1,"43.70671309,-72.28686909",1365026943
u36,cs65,2,1,1,"43.70657564,-72.28707547",1365114832
u36,cs65,2,1,12,"43.70648263,-72.28685563",1365199558
u36,cs65,2,1,7,"43.70677147,-72.28707347",1365467930
u36,CS297,1,3,12,"43.70655534,-72.28702434",1366067851
u36,cs65,2,1,6,"43.70647121,-72.28707721",1365555609
u36,CS297,2,3,12,"43.70673343,-72.28672849",1365642246
u36,CS297,1,3,12,"43.70678726,-72.28706171",1365725077
u36,CS297,2,1,12,"43.70691067,-72.28670488",1365899156
u36,CS297,2,1,12,"43.70659406,-72.28704229",1365813298
u36,CS297,1,3,12,Unknown,1366071142
u36,CS297,1,3,12,"43.65177507,-72.31008393",1366243561
u36,CS297,1,1,12,"43.65156131,-72.30974714",1366306836
u36,CS297,1,3,12,Unknown,1366435178
u36,CS297,2,1,4,"37.33347414,-121.90347824",1366665291
u36,CS297,2,3,3,"37.33933349,-122.0390594",1366775175
u36,CS297,2,1,3,"37.33932807,-122.03905765",1366858825
u20,cs65,1,3,1,"43.70505982,-72.2892041",1364861337
u20,CS 6,2,3,1,Unknown,1364425349
u20,cs 65,2,3,2,Unknown,1364439413
u20,cs 77 cs 85,2,3,4,Unknown,1364524427
u20,cs65 cs77,2,1,12,"43.70550912,-72.28316809",1365118884
u20,cs65,2,1,5,"43.70542431,-72.28320441",1365640285
u20,"cs65
",2,1,1,"43.70595737,-72.28353965",1365811822
u20,cs65,2,2,5,"43.70527536,-72.28314925",1365724899
u17,cs65,2,1,8,"43.70406856,-72.29058126",1364688031
u17,cs65,2,3,2,"43.70648538,-72.28742777",1364518619
u17,cs65,2,2,3,"43.70605071,-72.28863023",1364417767
u17,cs89,2,3,6,"43.70641004,-72.28743893",1364429006
u17,cs89,2,2,6,"43.70605071,-72.28863023",1364417792
u17,cs89,2,3,5,"43.70536412,-72.28973776",1364615967
u17,cs89,2,1,12,"43.70470793,-72.29118335",1364781555
u17,cs65,2,2,8,"43.70740824,-72.28560311",1365010861
u17,mus16,2,3,3,"43.70629105,-72.28869027",1365010864
u17,cs65,2,3,7,"43.7046699,-72.29098352",1365486872
u17,cs65,1,2,10,"43.70467368,-72.29087023",1365486874
u17,cs65,2,2,5,"43.7049465,-72.28947488",1365486866
u17,cs89,2,3,7,"43.70512967,-72.28920458",1365486866
u17,cs89,2,3,3,"43.70487668,-72.29229973",1365486861
u17,thesis,2,2,8,"43.70487668,-72.29229973",1365486862
u17,mus16,2,3,3,"43.70467368,-72.29087023",1365553580
u17,cs65,2,3,11,"43.70459704,-72.29138802",1365911450
u17,cs65,2,3,3,"43.70678195,-72.28738426",1365730762
u17,mus 16,1,2,4,"43.70495522,-72.29090614",1366156260
u17,thesis,1,3,12,"43.70460031,-72.29111515",1366311465
u17,cs65,1,2,6,"43.70495522,-72.29090614",1366076442
u17,thesis,2,3,12,"43.70495522,-72.29090614",1366156904
u17,cs65,2,2,8,"43.70237732,-72.28914013",1366338814
u17,cs89,2,3,7,Unknown,1366487059
u17,cs65,2,2,8,Unknown,1366487033
u17,cs65,2,3,4,"43.70436814,-72.29014514",1366844830
u17,cs65,1,3,12,"43.70658046,-72.28733564",1366768915
u17,cs65,2,3,4,"43.7060191,-72.28758328",1366992276
u17,cs89,1,3,12,Unknown,1367209783
u17,mus16,2,3,5,Unknown,1367209808
u17,cs65,1,3,12,Unknown,1367209796
u17,thesis,1,3,12,Unknown,1367209818
u56,no class,2,1,1,"43.01433773,-72.34858847",1365471163
u56,n/a,2,1,1,"43.7167643,-72.3092846",1365641091
u56,I'm not taking any classes,2,1,1,"43.71653168,-72.30894632",1365553136
u56,n/a,2,1,1,"43.71657251,-72.30919906",1365742911
u56,n/a,2,1,1,"43.71190002,-72.30815066",1365814719
u56,n/a,2,1,1,"43.71644852,-72.30936993",1365906092
u56,na,2,1,1,"43.71663112,-72.309151",1366314110
u56,no class,2,1,1,"43.70309359,-72.28791234",1366419725
u01,Anth12,2,5,2,"43.70672295,-72.28910432",1364603572
u01,Anth12 ,2,4,1,"43.70684413,-72.2891193",1364882607
u01,Engs22,1,5,6,"43.70517994,-72.29245008",1365011646
u01,no class today,2,1,1,"43.70715076,-72.28896815",1364359547
u01,Engs22,2,4,2,"43.70584333,-72.29017652",1364407589
u01,Cs65,2,3,1,"43.70678239,-72.28918145",1364423919
u01,Anth12 ,1,4,2,"43.70678554,-72.2892457",1364428849
u01,Anth12,1,4,2,"43.70678414,-72.28915682",1364423966
u01,Cs65,2,3,1,"43.7067041,-72.28916968",1364603539
u01,Engs22,2,5,1,"43.70670639,-72.28914746",1364603520
u01,Cs65 ,2,3,1,"43.70609229,-72.28950805",1365017165
u01,Anth12 ,1,5,2,"43.70508217,-72.29054506",1365029096
u01,Cs65 ,2,3,1,"43.70859285,-72.28442358",1365108818
u01,Anth12 ,2,4,1,"43.70691657,-72.28849213",1365195585
u01,Cs65 ,2,1,1,"43.70542015,-72.29039125",1365449224
u01,Engs22 ,1,1,1,"43.70542081,-72.29035437",1365449098
u01,Anth12 ,1,5,2,"43.70424475,-72.28958517",1365469062
u01,Cs65 ,2,3,1,"43.70687149,-72.28907564",1365623572
u01,Engs22 ,1,1,6,"43.70687149,-72.28907564",1365623549
u01,Anth12 ,2,5,1,"43.70686233,-72.28905565",1365625554
u01,Anth12 ,1,4,2,"43.70669691,-72.28928735",1366077162
u01,Anth12 ,2,4,1,"43.70684932,-72.28899775",1365796181
u01,Engs22 ,1,4,4,"43.70684932,-72.28899775",1365796156
u01,Cs65 ,2,1,1,"43.70684932,-72.28899775",1365796166
u01,Engs22 ,1,4,4,"43.70459772,-72.28955104",1365729171
u01,Cs65 ,1,3,12,"43.7068808,-72.28924366",1366244509
u01,Cs65 ,2,3,1,"43.70708493,-72.285807",1366318516
u01,Anth12 ,2,5,1,"43.70688489,-72.28909386",1366244469
u01,Anth12 ,2,5,1,"43.70700605,-72.28906778",1366440365
u01,Cs65 ,2,3,1,"43.70700605,-72.28906778",1366440375
u14,COSC 065,2,3,2,"43.70612113,-72.28723353",1364426372
u14,cs 20,2,1,1,"43.70585573,-72.28782999",1364515224
u14,cs65,2,1,1,"43.70509271,-72.28680761",1364583722
u14,cs 65,2,1,1,"43.70468907,-72.28757152",1364602116
u14,vs 65,1,2,7,"43.70695164,-72.28693335",1364846623
u14,cs 27,1,1,6,"43.70589684,-72.28776778",1364867409
u14,cs 20,1,1,5,"43.70481251,-72.28700429",1364948516
u14,cs 20,2,1,2,"43.70586941,-72.2877982",1365040984
u14,cs 65,2,2,1,"43.7049256,-72.28632081",1365026494
u14,cs 27,2,1,3,"43.70645868,-72.28793942",1365125744
u14,cs 20,2,1,3,"43.70645868,-72.28793942",1365125724
u14,cs 65,2,1,3,"43.70645868,-72.28793942",1365125682
u14,cs 65,2,3,1,"43.70491826,-72.28692692",1365211284
u14,cs 65,1,1,5,"43.70477259,-72.28698419",1365475963
u14,cs 27,1,1,5,"43.70477259,-72.28698419",1365475978
u14,cs20,1,2,9,"43.70590328,-72.28775889",1365559598
u14,cs65,2,4,1,"43.70498939,-72.28699053",1365627847
u14,cs65,2,2,2,"43.70511041,-72.28702345",1365720489
u14,cs65,2,1,2,"43.70460577,-72.28671025",1365811216
u14,cs 20,1,2,5,"43.70592555,-72.28768582",1366158662
u14,cs65,1,2,9,"43.70545641,-72.28669002",1366059324
u14,cs65,1,3,7,"43.70600151,-72.28720407",1366073324
u14,cs 65,2,1,2,"43.70479742,-72.28842704",1366246201
u43,cs65,1,3,5,"43.70660194,-72.28760119",1364861065
u43,engs31,2,3,5,"43.70660194,-72.28760119",1364861084
u43,engs31 lab,1,3,3,"43.70574918,-72.29112146",1364956411
u43,cs65 smartphone,2,3,3,"43.70566059,-72.29130704",1365016029
u43,engs31,1,3,3,"43.70546977,-72.29153142",1364937647
u43,engs31,2,2,4,"43.70566059,-72.29130704",1365024865
u43,engs31,2,2,5,"43.70566059,-72.29130704",1365026698
u43,vs 65 section ,2,3,1,"43.70619631,-72.28823087",1365045649
u43,cs65,2,2,2,"43.70619631,-72.28823087",1365108706
u43,cs65,2,2,2,"43.7056412,-72.29070799",1365112974
u43,engs31 ,2,3,4,"43.70553772,-72.29041241",1365200100
u43,cs65,2,3,6,"43.70553772,-72.29041241",1365194869
u43,engs31,2,3,2,"43.70560342,-72.29137243",1365463684
u43,cs65,1,3,5,"43.70560342,-72.29137243",1365448089
u43,engs31,1,3,6,"43.70566653,-72.29162127",1365544449
u43,cs65,2,3,2,"43.70349928,-72.29089432",1365713563
u43,engs31 lab,1,3,3,"43.70566653,-72.29162127",1365562807
u43,cs65,2,3,2,"43.70565468,-72.29149208",1365620850
u43,engs31,2,3,5,"43.70509139,-72.29220315",1365638644
u43,cs65,2,3,3,"43.70234665,-72.28813935",1365728221
u43,cs65,2,2,4,"43.70234665,-72.28813935",1365793725
u43,engs31,2,1,3,"43.70234665,-72.28813935",1365811359
u43,cs65,2,3,4,"43.70577871,-72.29093135",1366324448
u43,engs31,2,3,2,Unknown,1366060914
u43,engs31,2,3,2,Unknown,1366072268
u43,engs31,2,3,7,"43.70523224,-72.29210557",1366241034
u43,cs65,2,3,2,"43.70586692,-72.29117574",1366225565
u43,engs31,2,3,7,"43.70571117,-72.29155141",1366244159
u43,cs65,2,3,4,"43.16724021,-71.52684256",1366597112
u43,engs31,2,3,3,"44.18328959,-69.83229159",1366597113
u43,cs65,2,3,2,Unknown,1366923104
u43,,2,1,1,"43.70568133,-72.29134343",1366845173
u43,cs65,2,3,2,"43.70566341,-72.29149906",1367008474
u43,cs65,2,2,9,"43.70546467,-72.29120503",1367434609
u02,cs77,2,3,1,"43.70728013,-72.29334991",1364356854
u02,cs65,1,3,3,"43.70834437,-72.28451848",1364428852
u02,cs77,2,1,4,"43.70645754,-72.28704395",1364515256
u02,cs65,2,3,2,"43.70615034,-72.29157989",1364601950
u02,cs64,2,1,4,"43.70662942,-72.29294684",1364860888
u02,cs77,1,3,3,"43.70704982,-72.29255631",1364943761
u02,cs 65,2,1,2,"43.70509383,-72.2895205",1365200047
u02,cs65,2,1,2,"43.70499743,-72.29064046",1365194661
u02,vs 77,2,3,4,"43.70624602,-72.28677483",1365562850
u02,cs 65,2,1,5,"43.7070965,-72.29306421",1365672306
u02,cs 65,2,3,3,"43.70686475,-72.28624548",1365715992
u02,cs 77,2,2,6,"43.70686475,-72.28624548",1365724987
u02,cs 65,2,1,3,"43.70708361,-72.29304453",1365833596
u02,cs 65,1,3,12,"43.70306878,-72.28954152",1366073565
u02,cs77,1,3,12,"43.70726923,-72.29346896",1366185917
u02,cs 65,2,1,4,"43.70605802,-72.28864087",1366243323
u02,cs 77,2,2,1,"43.70729603,-72.29327299",1366764959
u02,cs 65,1,3,7,"43.70766743,-72.28599728",1368211853
u18,cs65,1,3,2,"43.70738006,-72.28908542",1364602788
u18,Tuck 3,2,1,1,"43.70727405,-72.28860059",1364359743
u18,tuck 3,2,1,2,"43.70736033,-72.2891458",1364515882
u18,cs65,2,3,2,"43.70750471,-72.28915323",1364432313
u18,Chinese 33,1,1,2,"43.70741795,-72.28914941",1364630954
u18,cs89,2,4,1,"43.70741061,-72.28914251",1364631019
u18,cs65,2,3,3,"43.70664761,-72.2878935",1365027530
u18,chin33,1,1,4,"43.70605791,-72.28694024",1365185590
u18,cs65,2,1,3,"43.70727926,-72.28900758",1365468743
u18,chin33,1,1,3,"43.70730854,-72.287476",1365710871
u18,cs65,2,3,1,"43.70146647,-72.28826534",1365650347
u18,cs65,2,3,1,"43.70730854,-72.287476",1365710882
u18,tuck3,2,3,3,"43.70740011,-72.28899929",1365551697
u18,chin33,2,1,1,"43.70743215,-72.28912504",1365551718
u18,tuck3,2,1,1,"43.70738991,-72.28912614",1365554888
u18,cs65,2,3,1,"43.70146647,-72.28826534",1365650321
u18,tuck 3,2,4,2,"43.70730854,-72.287476",1365726464
u18,chin33,1,4,3,"43.70724964,-72.28892471",1366424669
u18,cs89,1,3,10,"43.70728105,-72.2890411",1365832213
u18,chin 33,1,1,3,"43.70264346,-72.28707",1366341899
u18,tuck 3,1,4,4,"43.70264346,-72.28707",1366341900
