user_id,anxious,calm,conventional,critical,dependable,disorganized,enthusiastic,experiences,reserved,resp_time,sympathetic
u44,2,4,4,2,2,4,2,2,4,1368579350,3
u44,3,4,4,2,4,2,3,4,4,1368741276,2
u44,2,4,5,2,2,3,2,2,4,1367780094,5
u44,2,3,5,2,2,4,2,2,3,1368049814,2
u44,3,1,2,4,1,5,5,4,1,1368079729,3
u44,2,4,4,2,4,2,4,4,4,1367987111,3
u44,2,3,4,2,2,4,4,2,4,1368333076,4
u44,2,3,4,2,2,4,2,2,4,1368678572,2
u44,2,4,null,2,4,2,2,2,5,1368486276,2
u44,2,3,4,2,2,4,4,4,4,1368382580,4
u44,4,2,null,4,3,2,4,4,3,1367871079,2
u44,2,3,4,2,2,4,5,5,2,1368131856,5
u44,3,3,4,2,2,4,4,2,4,1368649779,2
u44,2,4,4,2,2,4,2,2,4,1367611876,2
u44,1,5,5,2,2,5,5,3,1,1367820052,5
u44,2,3,4,2,2,2,4,4,4,1367638278,3
u44,2,4,4,2,4,2,2,4,4,1367793761,2
u44,3,4,4,2,2,3,2,2,4,1368041964,2
u44,2,4,4,2,2,4,2,2,4,1368121196,4
u44,5,2,4,4,4,2,2,2,3,1368575856,1
u44,2,4,4,2,2,4,2,2,5,1368729759,3
u44,3,2,3,4,2,4,4,4,2,1368770199,3
u44,4,2,4,4,4,2,2,4,4,1368584166,2
u44,4,3,4,4,2,4,4,4,2,1368643926,2
u44,2,4,4,2,4,2,2,4,4,1368928060,2
u44,4,2,null,2,2,4,2,4,4,1368846645,4
u44,2,4,4,2,2,4,4,4,4,1368912026,3
u44,2,4,4,3,4,2,4,4,1,1368992199,4
u44,2,4,4,2,2,4,2,2,5,1369011793,2
u44,4,2,3,3,2,2,2,4,1,1368827776,2
u44,2,3,4,2,2,4,2,2,4,1368836150,2
u44,3,4,4,2,4,2,3,4,5,1369113041,2
u44,2,4,4,2,4,2,2,2,4,1369118934,2
u44,4,2,4,4,4,2,4,4,3,1369269227,2
u44,4,4,4,2,4,2,2,4,3,1369357537,2
u52,4,2,3,3,3,3,1,2,5,1365457866,3
u52,4,3,3,1,3,1,3,3,5,1366142417,4
u52,4,1,3,1,3,1,1,1,5,1366229049,4
u52,3,4,3,1,4,1,4,2,4,1366315240,5
u53,4,2,3,1,3,2,2,2,1,1365498404,3
u53,4,4,2,2,3,2,3,2,3,1365893681,4
u53,1,4,3,1,4,1,3,2,4,1366336961,3
u53,1,4,3,1,4,1,3,2,4,1366336989,3
u53,1,4,4,1,4,1,2,3,4,1366353583,2
u53,1,4,2,1,4,2,2,2,4,1368663099,3
u53,2,4,2,1,4,1,4,2,3,1368836822,4
u04,2,3,3,2,4,2,3,3,4,1365458924,3
u04,4,3,4,4,3,3,3,3,3,1366232747,4
u04,4,2,3,4,2,4,3,3,4,1365722786,3
u04,4,2,3,4,3,2,3,3,3,1365741594,2
u12,2,null,null,3,4,null,3,3,3,1366145308,3
u12,3,3,3,2,5,4,3,2,3,1365788931,2
u12,3,3,3,1,5,3,3,2,3,1365891818,3
u12,3,3,3,3,4,4,4,3,5,1365919361,2
u45,3,2,1,3,2,5,1,4,2,1366317497,2
u32,2,2,1,1,3,1,2,3,2,1365455437,4
u32,1,5,3,1,4,1,4,4,4,1365580843,4
u32,1,5,2,1,4,1,4,3,1,1366230776,4
u32,1,5,2,1,4,1,4,4,1,1365839867,4
u32,2,4,3,1,4,1,3,3,2,1366146116,4
u32,1,5,3,1,4,1,4,4,2,1366871776,4
u32,2,4,2,1,5,1,5,5,1,1369636147,5
u24,3,4,null,3,3,4,2,2,4,1365886675,3
u24,2,4,3,2,4,4,2,3,1,1365754430,2
u24,4,2,2,4,1,5,2,2,2,1365930786,4
u24,2,null,null,1,3,null,1,3,2,1368751701,2
u08,1,4,4,2,5,2,4,4,3,1365389682,2
u08,4,3,5,3,5,3,3,2,3,1366010548,3
u08,2,4,3,2,4,2,4,4,5,1365500159,3
u08,2,5,4,2,4,3,4,2,5,1365733225,4
u08,3,5,4,2,4,2,2,2,4,1365589993,3
u08,3,4,4,2,4,2,4,4,2,1365651462,4
u08,5,3,4,3,4,3,1,2,4,1365770172,2
u08,2,4,3,2,5,2,5,5,3,1365852844,5
u08,3,5,5,2,4,4,2,4,3,1365998836,4
u08,4,4,4,2,4,2,2,2,5,1365917989,3
u08,4,2,4,5,4,4,2,2,3,1366085547,4
u08,3,4,4,2,4,2,2,3,4,1366171012,3
u08,2,5,5,2,4,2,2,3,4,1366317159,3
u08,4,2,4,3,4,4,1,2,4,1366265107,3
u08,3,4,5,1,1,4,1,2,5,1366489185,2
u08,2,4,4,2,4,4,2,3,5,1366575570,2
u08,2,4,4,1,4,2,4,2,4,1366837784,4
u08,2,5,4,1,4,2,4,4,2,1366757054,5
u08,2,4,4,2,5,2,2,4,5,1366851284,5
u08,3,5,4,1,4,2,3,5,4,1366770029,4
u08,2,5,4,2,5,1,2,2,5,1366698501,2
u08,4,4,4,1,4,2,4,4,4,1366717551,4
u08,2,4,4,1,4,2,4,4,3,1366787419,4
u08,2,4,4,2,5,2,3,4,4,1366960443,4
u08,2,4,4,2,4,2,4,4,4,1366926948,4
u08,4,3,4,1,4,2,1,2,4,1367022546,3
u08,1,5,3,1,5,2,5,4,2,1367457713,4
u08,2,4,4,2,4,4,2,4,3,1367445339,5
u08,2,4,null,2,4,2,2,4,3,1367399756,4
u08,3,3,3,3,3,3,4,3,3,1368748902,3
u08,2,5,5,1,4,2,5,4,2,1367745536,4
u08,2,4,4,2,4,2,2,3,4,1367898646,3
u08,5,2,5,3,3,4,1,2,4,1369003004,2
u08,3,4,4,1,1,4,1,1,4,1369316298,3
u49,1,5,2,1,5,1,2,5,5,1365457028,2
u49,1,5,3,1,5,1,3,5,4,1365883295,2
u49,1,3,2,1,4,2,5,5,2,1365977202,2
u49,1,3,1,2,3,1,5,5,1,1366099181,3
u49,3,3,3,1,3,3,1,3,4,1366260026,2
u49,1,4,1,1,4,2,5,5,2,1367202525,4
u49,2,5,1,1,5,1,3,5,4,1367470683,3
u49,2,4,3,2,3,3,1,2,4,1367712950,3
u49,1,5,3,1,4,1,3,3,5,1368413611,3
u49,2,5,2,2,4,1,3,3,4,1368216538,3
u49,2,5,2,1,5,1,4,5,3,1368306658,4
u49,1,4,2,1,5,3,4,5,2,1367733855,3
u49,2,3,3,3,4,3,2,2,4,1367906398,3
u49,1,5,1,1,5,1,4,5,2,1368666913,2
u49,1,5,3,1,3,1,2,3,3,1367701342,3
u49,2,4,3,3,4,3,1,3,5,1367704857,3
u49,3,4,3,1,3,3,2,2,4,1368172605,2
u49,1,5,1,1,5,1,2,5,5,1368836332,5
u49,3,4,2,3,4,4,1,3,5,1368925185,1
u49,1,5,2,1,5,1,2,3,2,1369001554,3
u49,1,5,1,2,4,1,5,5,1,1368858868,2
u49,1,5,2,1,3,1,3,4,2,1368826908,3
u49,2,5,2,1,5,1,2,4,2,1369015418,2
u49,1,5,1,1,5,1,4,5,2,1369085856,2
u49,1,5,2,1,5,1,2,5,5,1369281795,1
u49,1,5,3,1,5,2,4,5,3,1369382185,2
u49,2,5,1,1,5,1,2,4,4,1369986742,2
u15,1,3,3,2,4,3,4,3,3,1366167767,3
u15,3,4,3,3,3,4,3,3,2,1366316196,3
u03,1,5,3,4,4,1,3,5,4,1365527121,3
u03,3,3,3,3,5,1,3,4,4,1366564669,3
u03,1,4,3,3,5,1,4,3,4,1366644207,3
u03,1,3,3,3,5,1,3,3,4,1366765211,2
u03,3,2,3,3,1,3,3,3,2,1367803144,2
u03,1,4,null,1,5,2,4,5,4,1368387260,4
u54,5,1,5,1,1,3,1,2,5,1366229127,3
u39,2,3,2,3,3,2,4,3,3,1365833090,3
u39,3,3,3,3,3,3,3,3,3,1366180426,3
u39,4,3,2,2,2,3,3,3,2,1366086071,2
u39,3,2,3,3,4,3,4,3,4,1366921932,4
u19,1,3,3,1,4,1,1,3,4,1365410016,3
u19,3,5,4,2,4,1,2,2,5,1365455280,3
u19,1,3,4,3,4,1,4,4,4,1365476802,3
u19,1,4,4,1,4,1,1,2,5,1365670895,3
u19,2,4,4,1,4,1,4,4,2,1365750910,4
u19,3,3,5,1,4,1,4,2,5,1366083709,4
u19,1,3,4,1,5,1,1,2,5,1366104141,2
u19,2,4,3,1,5,1,3,3,4,1366188377,3
u19,2,4,3,3,5,1,5,4,2,1366145989,3
u19,2,4,4,1,5,1,1,3,5,1366230149,3
u19,2,4,4,3,4,2,5,4,3,1366315715,3
u19,2,4,4,2,5,2,3,3,4,1366360211,4
u19,3,4,4,1,4,1,1,2,4,1366531948,2
u19,1,5,4,2,4,2,4,4,2,1366607452,4
u19,3,3,3,2,5,1,3,3,4,1366789968,4
u19,1,5,4,1,5,1,2,3,5,1366696876,3
u19,2,4,3,1,4,1,3,3,4,1366703012,4
u19,2,4,3,3,5,2,4,4,2,1366866022,4
u19,2,3,3,3,4,2,4,3,3,1366960488,4
u19,2,5,2,1,4,1,1,4,4,1366963011,2
u19,2,5,3,1,4,2,1,3,5,1367400526,3
u19,2,4,4,1,5,1,5,4,4,1367825420,5
u19,3,4,3,2,4,2,4,4,2,1368662801,4
u19,2,4,3,1,5,1,4,4,4,1367652189,3
u19,3,4,3,1,5,2,2,3,5,1368471682,2
u19,2,4,4,1,5,1,3,3,5,1367635755,4
u19,3,4,4,1,4,2,4,4,4,1368217705,3
u19,4,4,3,1,4,4,3,5,5,1368249214,2
u19,2,4,3,1,4,1,5,4,2,1368349515,4
u19,2,4,3,3,4,1,4,3,3,1368519355,4
u19,2,4,3,1,5,1,1,3,4,1368580068,2
u19,2,4,3,1,5,1,4,4,4,1367740326,3
u19,3,4,4,1,4,2,5,4,2,1368501391,4
u19,3,2,3,3,4,3,3,3,3,1368748926,2
u19,2,4,3,1,5,2,3,4,4,1368999062,2
u19,4,4,4,1,4,4,1,5,5,1368835367,1
u19,3,4,3,1,5,2,4,4,5,1369084315,4
u19,3,4,3,1,5,1,2,4,4,1369127442,3
u19,4,3,5,4,2,1,1,3,4,1369295055,2
u19,3,4,4,1,5,1,2,3,4,1369210142,4
u19,4,4,4,4,4,2,3,3,4,1369383253,3
u19,5,2,3,4,3,2,1,4,5,1369470137,2
u19,2,4,4,1,4,2,4,4,2,1369984255,4
u19,3,4,3,2,5,4,3,4,4,1369561867,4
u19,1,4,3,3,4,1,4,4,4,1370070377,3
u58,5,1,2,4,5,1,1,4,5,1365460099,2
u58,5,1,2,5,5,2,1,4,5,1366229159,5
u58,5,2,1,5,5,1,4,5,5,1365973492,3
u58,5,1,1,5,2,1,5,5,1,1366165958,4
u58,2,5,1,3,5,4,3,5,5,1366315265,3
u58,4,5,2,5,5,1,1,2,5,1366400063,2
u58,1,5,1,1,4,2,4,5,2,1366518883,5
u58,4,2,4,5,5,1,2,4,1,1366595497,2
u58,1,3,1,4,5,1,5,5,1,1366762097,5
u58,1,5,1,5,5,1,3,5,5,1366779622,3
u58,5,1,1,5,5,1,5,1,1,1366697031,2
u58,1,1,1,5,5,1,5,5,5,1367008525,3
u58,4,1,4,4,4,4,1,1,5,1367251344,3
u58,5,1,1,4,5,1,5,5,1,1367212802,1
u58,4,1,3,5,5,4,1,1,5,1368237596,2
u58,3,2,1,1,3,1,5,5,1,1368295956,3
u58,2,3,null,3,4,1,5,4,4,1368755352,4
u58,5,1,1,5,5,1,3,5,1,1368667390,2
u58,4,2,1,1,4,1,5,5,5,1368915352,5
u58,4,3,4,3,1,4,1,3,5,1368835500,4
u58,4,1,3,1,3,1,5,5,1,1369727048,5
u23,4,2,4,2,4,1,4,3,2,1365389601,3
u23,4,null,3,3,4,4,2,4,4,1365455899,3
u23,3,3,4,3,2,2,2,4,3,1365977122,3
u35,4,2,2,2,2,3,4,4,2,1365455572,3
u35,1,null,null,1,1,null,1,1,null,1366240685,null
u35,2,4,2,1,4,3,2,3,5,1366316224,3
u22,2,2,5,2,2,2,3,1,3,1365457349,3
u22,2,3,3,2,2,4,5,2,1,1365639028,3
u22,4,3,3,3,3,2,3,3,3,1365975836,3
u22,2,null,null,3,4,3,3,2,3,1366866226,3
u59,2,4,3,4,4,2,2,2,4,1365400874,4
u59,2,4,2,2,4,2,4,4,4,1365443834,4
u59,2,4,1,2,5,1,4,4,5,1365446700,5
u59,2,4,3,3,5,2,2,3,4,1365457073,4
u59,2,5,2,1,4,2,3,4,4,1365562531,5
u59,2,5,2,3,5,2,4,3,5,1365731003,5
u59,2,4,3,3,2,3,3,2,3,1365587284,2
u59,3,4,4,4,3,3,2,2,2,1365674387,3
u59,2,5,3,2,3,3,2,1,5,1365815159,5
u59,2,5,2,2,5,1,3,3,5,1365898215,5
u59,2,5,2,1,5,2,4,4,5,1365969954,5
u59,2,5,2,2,5,2,4,5,4,1366071482,5
u59,2,5,2,2,5,2,5,5,3,1366315376,4
u59,2,4,2,2,4,2,2,3,4,1366387294,3
u59,2,4,2,2,4,2,5,5,3,1366404847,4
u59,3,3,3,3,4,2,2,3,4,1366537496,3
u59,1,5,2,1,4,2,5,5,1,1366604294,5
u59,2,4,3,3,4,2,4,3,4,1366653426,4
u59,1,4,4,2,2,3,1,1,5,1366770648,3
u59,2,3,3,1,5,1,3,2,5,1366951011,3
u59,2,4,2,2,4,3,5,3,3,1367100539,4
u59,2,4,2,2,5,1,4,3,2,1366964327,3
u59,3,5,2,2,4,2,4,4,4,1367012482,4
u59,3,3,2,3,4,1,3,2,5,1367223302,3
u59,3,3,4,4,4,2,1,1,5,1367348699,3
u59,2,5,3,2,4,2,4,2,5,1367561608,3
u59,1,4,4,2,3,4,2,2,5,1367787424,3
u59,2,4,4,2,3,3,1,1,4,1367893860,3
u59,3,1,4,3,4,2,1,1,4,1368293692,4
u59,2,3,3,3,3,3,1,2,5,1367945918,3
u59,2,4,3,2,4,2,3,2,3,1368597777,3
u59,3,3,4,2,4,2,1,2,5,1368360520,4
u59,2,5,1,1,3,2,5,5,1,1368911197,5
u59,1,5,2,2,4,1,5,4,3,1369162606,5
u59,3,3,5,3,2,3,2,1,4,1369205352,2
u59,2,3,3,3,4,2,2,2,3,1369267469,5
u59,3,3,3,3,4,2,2,2,4,1369792941,2
u59,2,4,2,2,3,3,4,4,3,1369994313,4
u59,3,2,3,4,3,2,2,3,4,1369644300,3
u59,1,4,3,2,3,3,1,2,5,1369595865,3
u59,2,4,3,3,4,2,2,2,4,1369684174,3
u59,3,3,4,4,3,3,1,1,5,1369930486,2
u59,2,4,4,2,3,3,2,2,5,1370023911,3
u59,1,4,2,2,4,2,2,3,4,1370416579,4
u59,2,5,3,2,4,2,3,3,5,1370208801,5
u59,1,4,2,2,4,3,4,3,2,1370231306,4
u18,2,null,null,3,3,null,5,3,3,1365394234,3
u18,3,3,3,3,3,3,3,2,3,1365455986,3
u18,3,3,3,3,2,3,4,3,3,1365480506,4
u18,2,3,3,3,3,3,4,3,4,1365551639,3
u18,2,3,4,3,4,3,3,3,4,1365710759,4
u18,3,3,3,3,3,3,3,3,3,1366156111,3
u18,4,3,3,3,2,3,3,3,2,1366131045,3
u18,3,3,3,3,4,3,3,3,4,1366315840,3
u18,3,3,3,3,3,3,3,3,3,1366341779,3
u18,3,3,3,2,4,2,1,4,3,1366403822,3
u18,4,3,3,3,3,3,3,4,3,1366525073,3
u18,4,3,3,2,2,4,3,3,3,1369358343,3
u02,2,4,3,3,3,1,5,4,2,1366229024,5
u02,1,5,2,2,2,3,5,2,2,1366185963,4
u14,1,3,3,1,3,3,3,2,3,1365498518,3
u14,1,5,3,1,4,1,3,3,4,1366233972,3
u14,1,5,3,1,3,1,3,3,3,1366317630,3
u43,2,4,3,2,3,3,2,2,4,1365459022,2
u43,2,5,4,1,5,2,3,3,3,1365463602,2
u43,2,4,3,1,4,2,4,2,3,1365623600,4
u43,2,4,3,1,3,2,4,3,2,1365579588,4
u43,2,4,4,2,4,2,4,4,2,1366146186,2
u43,1,4,3,2,3,3,4,4,2,1365830610,4
u43,2,4,4,1,4,2,1,3,4,1365992054,2
u43,2,4,3,1,4,2,3,4,2,1366234934,2
u43,2,4,2,2,5,2,4,4,2,1366315270,2
u43,2,4,2,2,3,2,3,4,2,1366597113,3
u56,1,4,3,1,2,3,1,1,5,1365460894,1
u56,1,5,3,1,1,3,1,3,5,1365473833,2
u56,1,4,3,1,2,3,3,2,3,1365619661,4
u56,1,4,4,1,2,2,1,1,5,1366233495,2
u01,1,5,5,1,3,2,3,3,5,1366318497,3
u17,1,1,1,1,5,3,4,5,5,1365546385,5
u17,5,2,1,4,3,1,5,4,5,1366318854,2
u17,3,5,1,1,1,3,4,5,5,1365881589,5
u17,5,5,1,1,5,3,3,5,5,1366156004,5
u17,3,5,1,1,5,3,5,5,3,1366338796,5
u17,4,5,3,3,3,2,4,5,1,1366534164,5
u17,1,3,1,1,3,4,4,5,5,1366486974,5
u17,5,4,1,4,5,4,3,3,5,1366582166,3
u17,1,5,1,1,1,1,5,3,5,1366992241,3
u17,3,5,3,4,2,3,4,5,5,1367209740,5
u17,5,1,1,5,3,4,3,5,5,1368260004,5
u20,3,2,2,4,3,2,3,2,2,1365462406,2
u20,2,4,2,2,1,3,2,2,2,1365543608,2
u36,2,4,2,1,4,2,4,4,2,1365462611,4
u36,1,3,2,1,4,2,4,3,3,1365906750,4
u36,2,3,3,1,4,2,5,3,4,1366242945,4
u36,2,3,3,1,4,3,5,4,2,1366067836,4
u36,3,4,2,2,4,2,5,4,3,1366316478,4
u36,2,4,2,1,4,2,5,4,3,1366665276,3
u36,2,3,2,2,4,2,4,4,3,1368671834,3
u36,2,3,3,2,4,3,4,4,2,1368754743,4
u36,2,4,2,2,4,2,4,4,3,1368835503,4
u16,2,3,2,2,4,2,2,1,4,1365455890,2
u16,1,3,4,2,2,1,3,4,5,1365561167,3
u16,2,4,4,2,3,2,2,2,5,1365722066,3
u16,1,4,4,1,3,3,2,3,3,1366149930,3
u16,2,4,2,2,4,1,3,3,4,1366315249,4
u16,1,4,4,3,3,1,3,3,4,1366252454,2
u16,3,4,3,2,3,2,4,4,2,1367268501,2
u16,1,5,4,2,3,3,4,3,4,1366754716,5
u16,5,1,5,5,1,5,1,1,5,1367037245,3
u16,1,4,2,3,3,2,1,3,5,1367458876,4
u16,1,3,3,2,3,4,4,4,4,1368300316,3
u16,4,3,4,3,3,3,1,3,5,1368576606,3
u16,3,2,4,1,2,3,3,2,4,1368233891,4
u16,3,3,4,4,3,3,1,2,5,1368665868,3
u16,3,3,2,2,3,3,4,4,3,1368045137,4
u16,2,3,4,5,3,3,1,1,5,1368480653,2
u16,3,3,3,1,3,3,5,3,2,1368836329,3
u16,4,1,3,5,3,2,1,1,3,1369719792,1
u00,4,4,5,2,3,3,4,4,3,1365455068,4
u00,5,3,3,1,4,4,4,3,1,1365621587,4
u00,4,3,3,3,4,2,4,4,2,1366145919,4
u00,4,5,2,1,4,3,5,3,1,1366229877,4
u00,3,3,3,3,3,3,3,4,3,1366663342,4
u00,5,3,4,5,3,4,2,1,3,1366867587,4
u00,5,3,4,2,5,1,4,3,1,1367008911,3
u00,3,2,2,3,3,2,3,2,2,1368662695,2
u00,3,null,null,3,3,3,3,3,3,1368576414,3
u00,4,4,3,2,3,3,2,3,5,1368837399,4
u00,3,3,2,3,3,3,3,3,null,1368997413,2
u00,4,2,3,5,3,3,1,2,3,1369154068,1
u00,2,null,null,1,null,null,null,null,null,1375922872,null
u57,4,2,3,5,3,3,1,2,2,1366229381,1
u57,1,4,3,1,3,2,2,3,4,1365743022,3
u57,2,4,null,1,4,3,3,3,3,1366142730,2
u57,2,4,3,1,3,2,4,3,4,1365833086,3
u57,1,4,3,2,4,2,4,3,2,1366315375,3
u57,1,3,3,3,4,2,4,4,2,1366868148,3
u57,2,3,3,1,3,1,4,4,3,1368579560,4
u57,1,5,3,1,5,2,3,3,4,1368035829,3
u31,1,5,1,2,2,2,5,4,1,1365454835,3
u31,3,2,4,2,4,2,2,3,3,1366228941,2
u27,2,4,4,1,4,2,3,3,4,1365447187,3
u27,3,5,2,1,2,4,1,3,5,1366021181,3
u27,3,3,4,1,2,2,1,2,4,1366190331,4
u27,4,2,3,2,4,3,1,2,3,1366232288,2
u27,2,3,2,1,5,2,4,2,3,1366316191,3
u50,2,4,3,3,4,2,3,3,3,1365464079,4
u50,1,4,3,2,2,2,2,2,1,1365544604,4
u07,2,4,3,1,3,1,4,3,4,1365756781,4
u07,2,4,3,2,3,1,4,3,3,1365710707,5
u07,2,4,3,2,1,1,3,3,4,1365707392,3
u07,2,4,3,2,3,1,2,3,4,1366186285,4
u07,1,4,3,1,2,1,4,3,4,1366169916,2
u07,2,4,3,1,4,1,3,3,5,1366281902,4
u07,2,4,3,2,4,1,4,3,4,1366245246,4
u07,2,4,3,2,4,1,2,3,4,1366310284,3
u07,2,5,3,2,3,1,3,3,5,1366440611,3
u07,4,2,3,2,2,1,4,4,4,1366505988,4
u07,1,4,3,1,4,1,3,4,5,1366593226,3
u07,4,3,3,5,4,1,4,1,2,1366772268,5
u07,1,4,3,1,3,1,4,2,4,1366752545,4
u46,2,4,2,3,4,1,4,4,3,1365456023,2
u46,2,3,3,1,2,2,3,2,2,1366152258,3
u47,1,null,null,2,5,null,4,null,null,1369083615,null
u10,3,2,3,4,3,2,2,2,4,1365458165,2
u10,3,2,3,5,3,3,4,2,4,1366149248,1
u10,2,4,2,4,4,1,3,2,2,1366319739,3
u10,1,4,1,2,3,3,4,2,3,1366595885,2
u10,1,3,1,3,4,2,3,4,4,1366868361,1
u51,2,3,3,4,3,3,1,4,2,1365455568,4
u51,2,3,2,2,5,2,3,4,2,1366067819,4
u51,2,4,2,2,3,2,2,4,3,1366242932,3
u51,3,3,3,2,4,3,2,3,4,1366315586,4
u30,1,4,3,1,4,1,4,4,1,1365468715,3
u30,4,3,3,1,4,1,4,2,3,1366231161,4
u30,2,4,2,1,4,1,2,4,4,1366148800,4
u30,1,4,3,1,2,1,4,3,1,1366495759,4
u30,1,4,3,1,3,1,2,3,4,1366608013,3
u30,2,4,3,1,4,1,2,3,4,1367258427,3
